company,address,address2,city,state,scf,zip,zip4,mailscore,sic1code,sic1,sic2code,sic2,sic3code,sic3,sic4code,sic4
GRANDLAN GAMING CTR,PO BOX 230311,,GRAND RAPIDS,MI,495,49523,311,3,57340000,COMPUTER AND SOFTWARE STORES,73740000,DATA PROCESSING AND PREPARATION,79960000,AMUSEMENT PARKS,59429905,COMIC BOOKS
FLINT TOWN COMICS,PO BOX 2635,,DOUGLAS,MI,494,49406,2635,3,59429905,COMIC BOOKS,,,,,,
COMICS NORTH,PO BOX 5091,,CHEBOYGAN,MI,497,49721,5091,3,59429905,COMIC BOOKS,56990201,"COSTUMES, MASQUERADE OR THEATRICAL",,,,
JIMMYJAMS COMICS CARDS & GAME,113 E 3RD ST,,WINONA,MN,559,55987,3417,3,59429905,COMIC BOOKS,,,,,,
TWIN CITY COMICS & GAMES INC,1132 3RD ST N,,SARTELL,MN,563,56377,1769,3,59429905,COMIC BOOKS,,,,,,
ALPHA SHADE INC,11850 85TH PL N,,MAPLE GROVE,MN,553,55369,4693,3,51929905,COMIC BOOKS,,,,,,
MIND'S EYE COMICS,1565 CLIFF RD STE 2,,EAGAN,MN,551,55122,2574,3,59429905,COMIC BOOKS,5942,BOOK STORES,,,,
MIDWAY BOOKS,1579 UNIVERSITY AVE W,,SAINT PAUL,MN,551,55104,3903,3,59420000,BOOK STORES,59429905,COMIC BOOKS,,,,
UNCLE SVENS COMIC SHOPPE,1838 SAINT CLAIR AVE,,SAINT PAUL,MN,551,55105,1641,3,59320000,USED MERCHANDISE STORES,59429905,COMIC BOOKS,,,,
SOURCE COMICS & GAMES,2057 SNELLING AVE N,,SAINT PAUL,MN,551,55113,6002,3,59429905,COMIC BOOKS,,,,,,
ROY'S COMICS & GAMES,210 3RD ST NW,,BEMIDJI,MN,566,56601,3112,3,59429905,COMIC BOOKS,,,,,,
CATMODUL INC,2322 MOUNTAIN SHADOW DR,,DULUTH,MN,558,55811,3809,3,59470100,GIFTS AND NOVELTIES,59429905,COMIC BOOKS,,,,
DISC GO ROUND,2322 MOUNTAIN SHADOW DR,,DULUTH,MN,558,55811,3809,3,59429905,COMIC BOOKS,57350202,COMPACT DISCS,59429905,COMIC BOOKS,59450103,"HOBBIES, NEC"
DRAGON PORT GAMES & COMICS,2330 W 4TH ST,,DULUTH,MN,558,55806,1504,3,59429905,COMIC BOOKS,59450203,"GAMES (CHESS, BACKGAMMON, AND OTHER DURABLE GAMES)",,,,
TITLE PENDING COMICS LLC,25642 385TH ST,,FREEPORT,MN,563,56331,9639,3,59429905,COMIC BOOKS,,,,,,
UNCLE EDGARS MYSTERY BOOKSTORE,2864 CHICAGO AVE,,MINNEAPOLIS,MN,554,55407,1320,3,59320300,"BOOK STORES, SECONDHAND",59320300,"BOOK STORES, SECONDHAND",59429905,COMIC BOOKS,,
ROGUE ROBOT GAMES & COMICS,3 S 4TH AVE W,,DULUTH,MN,558,55802,1602,3,59429905,COMIC BOOKS,,,,,,
MANSION COMICS LLC,3006 67TH AVE N,,MINNEAPOLIS,MN,554,55429,1820,3,59429905,COMIC BOOKS,,,,,,
COMIC BOOK COLLEGE,3145 HENNEPIN AVE STE 2,,MINNEAPOLIS,MN,554,55408,4679,3,59429905,COMIC BOOKS,59429905,COMIC BOOKS,27210000,PERIODICALS,,
CHRISTIAN COMICS CLEARINGHOUSE,3414 LIVINGSTON AVE,,WAYZATA,MN,553,55391,9207,3,59429905,COMIC BOOKS,,,,,,
TWIN CITY COMICS,3954 CENTRAL AVE NE,,MINNEAPOLIS,MN,554,55421,3931,3,51929905,COMIC BOOKS,,,,,,
ABE LINCOLN COIN HOUSE,4219 12TH AVE S,,MINNEAPOLIS,MN,554,55407,3215,3,59429905,COMIC BOOKS,59990501,COINS,59990000,"MISCELLANEOUS RETAIL STORES, NEC",,
PHANTOM INC,4250 HARRIET AVE,,MINNEAPOLIS,MN,554,55409,1836,3,59429905,COMIC BOOKS,,,,,,
RUSTY QUARTERS RETRO ARCD,5060 HOLLY LN N UNIT 2,,MINNEAPOLIS,MN,554,55446,1763,1,59429905,COMIC BOOKS,79930300,ARCADES,,,,
JOHN'S TOTAL ENTERTAINMENT,510 ATLANTIC AVE,,MORRIS,MN,562,56267,1314,3,57350200,"RECORDS, AUDIO DISCS, AND TAPES",59420000,BOOK STORES,59429905,COMIC BOOKS,,
STEVE'S WORLD INC,536 CLARK ST,,MORA,MN,550,55051,1804,3,78419902,VIDEO DISK/TAPE RENTAL TO THE GENERAL PUBLIC,59479903,,59429905,COMIC BOOKS,78419902,VIDEO DISK/TAPE RENTAL TO THE GENERAL PUBLIC
MINNETONKA COMICS,6070 SUNNYFIELD RD E,,MOUND,MN,553,55364,8253,3,59429905,COMIC BOOKS,,,,,,
FINE GROOVE RECORDS,611 WINONA ST,,NORTHFIELD,MN,550,55057,2511,3,57350203,RECORDS,57350202,COMPACT DISCS,59429905,COMIC BOOKS,,
HOT COMICS AND COLLECTIBLES,6609 NICOLLET AVE,,MINNEAPOLIS,MN,554,55423,2463,3,59429905,COMIC BOOKS,59610402,"COLLECTIBLES AND ANTIQUES, MAIL ORDER",,,,
AARDWOLF COMICS,7275 122ND AVE N,,CHAMPLIN,MN,553,55316,2122,3,59429905,COMIC BOOKS,,,,,,
SANDBOX COMICS,8101 MODERN RD,,MINNEAPOLIS,MN,554,55428,2152,3,59429905,COMIC BOOKS,,,,,,
KMK INC,8615 FREMONT AVE N,,MINNEAPOLIS,MN,554,55444,1334,3,59429905,COMIC BOOKS,72219903,"PHOTOGRAPHER, STILL OR VIDEO",,,,
COMIC BOOK COLLEGE,8730 LYNDALE AVE S,,MINNEAPOLIS,MN,554,55420,2738,3,51929905,COMIC BOOKS,,,,,,
MARVELS & LEGENDS,1030 BROADWAY ST,,CPE GIRARDEAU,MO,637,63701,5404,4,59429905,COMIC BOOKS,57350000,RECORD AND PRERECORDED TAPE STORES,78410000,VIDEO TAPE RENTAL,,
COFFEY'S COMICS & GAMES,1031 BROADWAY ST,,CPE GIRARDEAU,MO,637,63701,5403,4,59429905,COMIC BOOKS,,,,,,
FANTASY SHOP INC,10560 BAPTIST CHURCH RD,,SAINT LOUIS,MO,631,63128,1303,3,59320300,"BOOK STORES, SECONDHAND",59429905,COMIC BOOKS,,,,
DIRT ROAD COMICS & CLLCTBLS,117 E MAIN ST,,WILLOW SPGS,MO,657,65793,1413,3,59429905,COMIC BOOKS,,,,,,
BIG CITY COMIXS & GAMES,12317 STATE LINE RD,,KANSAS CITY,MO,641,64145,1148,3,59429905,COMIC BOOKS,,,,,,
PULP FICTION COMICS & GAMES,129 SE 3RD ST,,LEES SUMMIT,MO,640,64063,2719,3,59429905,COMIC BOOKS,,,,,,
A TO Z COMICS,1300 SW US HIGHWAY 40,,BLUE SPRINGS,MO,640,64015,4614,3,59429905,COMIC BOOKS,59470000,"GIFT, NOVELTY, AND SOUVENIR SHOP",,,,
COMICSCAREERCOM,1412 SW 22ND ST,,BLUE SPRINGS,MO,640,64015,5227,3,59429905,COMIC BOOKS,,,,,,
GAMEMASTER,1439 S GLENSTONE AVE,,SPRINGFIELD,MO,658,65804,1405,3,59450203,"GAMES (CHESS, BACKGAMMON, AND OTHER DURABLE GAMES)",59450203,"GAMES (CHESS, BACKGAMMON, AND OTHER DURABLE GAMES)",59429905,COMIC BOOKS,26210000,PAPER MILLS
BETTYS BOOKS & COLLECTOR COMIC,1520 GRAVOIS RD,,HIGH RIDGE,MO,630,63049,2646,4,59429905,COMIC BOOKS,59320302,RARE BOOKS,,,,
HASTINGS COMICS,1577 HIGHWAY CC,,ELSBERRY,MO,633,63343,3007,3,59429905,COMIC BOOKS,,,,,,
HOUR OF THE DRAGON COMICS,1641 E MALONE AVE,,SIKESTON,MO,638,63801,3415,3,59429905,COMIC BOOKS,,,,,,
TOP NOTCH TOYS & COMICS,1950 S GLENSTONE AVE,,SPRINGFIELD,MO,658,65804,2302,4,59429905,COMIC BOOKS,,,,,,
SAVAGE LAND,2 CAMDEN CT NE,,CAMDENTON,MO,650,65020,8403,3,59470100,GIFTS AND NOVELTIES,59429905,COMIC BOOKS,50820000,CONSTRUCTION AND MINING MACHINERY,,
THE FANTASY SHOP INC,203 N KIRKWOOD RD,,SAINT LOUIS,MO,631,63122,4029,3,59429905,COMIC BOOKS,,,,,,
BROWN BAG COMICS,205 E FAIR ST,,INDEPENDENCE,MO,640,64055,1484,3,59429905,COMIC BOOKS,,,,,,
LION FORGE,2200 WEST PORT PLAZA DR,,SAINT LOUIS,MO,631,63146,3211,4,59429905,COMIC BOOKS,,,,,,
ZANI COLLECTIBLES,2201 N WESTWOOD BLVD STE 8,,POPLAR BLUFF,MO,639,63901,2320,3,59429905,COMIC BOOKS,59990501,COINS,,,,
COMIC RELIEF,2224 N 3RD ST,,SAINT CHARLES,MO,633,63301,962,3,59429905,COMIC BOOKS,59470100,GIFTS AND NOVELTIES,59999900,,78419902,VIDEO DISK/TAPE RENTAL TO THE GENERAL PUBLIC
NEWCASTLE COMICS & GAMES,2294 MCKELVEY RD,,MARYLAND HTS,MO,630,63043,4046,3,59429905,COMIC BOOKS,,,,,,
COMIC BOOK SOCIETY,2902 SHORESIDE DR,,COLUMBIA,MO,652,65203,941,3,51929905,COMIC BOOKS,,,,,,
DRAGONS LAIR,300 S BELT HWY STE A,,SAINT JOSEPH,MO,645,64506,3481,3,59429905,COMIC BOOKS,59999900,,,,,
TEXT BOOK BROKERS,305 E WALNUT ST,,SPRINGFIELD,MO,658,65806,2301,4,59429905,COMIC BOOKS,73891700,BROKERS' SERVICES,,,,
CAVEYS COMICS & COLLECTION,311 GRISWOLD ST,,MARTHASVILLE,MO,633,63357,4004,3,59429905,COMIC BOOKS,59999900,,59320000,USED MERCHANDISE STORES,,
GAME ZONE COMICS & GAMES,315 S OHIO AVE,,SEDALIA,MO,653,65301,4431,3,59429905,COMIC BOOKS,,,,,,
RUBLEMIZERS COMICS TOYS SPOR,3160 S CAMPBELL AVE,,SPRINGFIELD,MO,658,65807,4911,3,59429905,COMIC BOOKS,,,,,,
GEEK OUT INC,320 JEFFERSON ST,,WASHINGTON,MO,630,63090,2634,3,51929905,COMIC BOOKS,59999900,,,,,
BUGS COMICS INC,3218 CATESBY LN,,SAINT CHARLES,MO,633,63301,1017,3,59429905,COMIC BOOKS,,,,,,
NOT JUST COMIX,339 W MAIN ST,,PARK HILLS,MO,636,63601,2525,4,59429905,COMIC BOOKS,,,,,,
CLINT'S BOOKS COMICS & GAMES,3941 MAIN ST,,KANSAS CITY,MO,641,64111,1916,3,59429905,COMIC BOOKS,,,,,,
BLM NOVELTIES INC,46 BROKENBOW RD,,BUFFALO,MO,656,65622,6505,3,51929905,COMIC BOOKS,59999900,,,,,
R S MERRILL,4800 MAIN ST STE 236,,KANSAS CITY,MO,641,64112,2547,3,59429905,COMIC BOOKS,62210000,"COMMODITY CONTRACTS BROKERS, DEALERS",,,,
GAMERS DEN,550 E 5TH ST,,WASHINGTON,MO,630,63090,2904,3,59429905,COMIC BOOKS,50920200,TOYS AND GAMES,59320000,USED MERCHANDISE STORES,59450203,"GAMES (CHESS, BACKGAMMON, AND OTHER DURABLE GAMES)"
VINTAGE STOCK,625 NE CORONADO DR,,BLUE SPRINGS,MO,640,64014,3084,3,78410000,VIDEO TAPE RENTAL,59429905,COMIC BOOKS,,,,
STAR CLIPPER,6392 DELMAR BLVD,,SAINT LOUIS,MO,631,63130,4719,3,59429905,COMIC BOOKS,,,,,,
HARP COLLECTIBLES,652 GREEN HEDGE DR,,FENTON,MO,630,63026,3465,3,59429905,COMIC BOOKS,,,,,,
MO'S COMICS & STORIES SHOP,6933 HAMPTON AVE,,SAINT LOUIS,MO,631,63109,3902,3,59429905,COMIC BOOKS,,,,,,
LIMITED FIGURES TOY STORE,7000 NW PRAIRIE VIEW RD,,KANSAS CITY,MO,641,64151,3807,4,59429905,COMIC BOOKS,59450201,,50920000,TOYS AND HOBBY GOODS AND SUPPLIES,,
FANTASY SHOP COMICS,8232 N LINDBERGH BLVD,,FLORISSANT,MO,630,63031,7107,3,59429905,COMIC BOOKS,59450203,"GAMES (CHESS, BACKGAMMON, AND OTHER DURABLE GAMES)",,,,
MONTYS BOOK SWAP,9302 E US HIGHWAY 40,,INDEPENDENCE,MO,640,64055,6111,3,59429905,COMIC BOOKS,59320000,USED MERCHANDISE STORES,,,,
COMIX STRIP,PO BOX 1931,,CPE GIRARDEAU,MO,637,63702,1931,3,59320302,RARE BOOKS,59429905,COMIC BOOKS,,,,
IMAGINARY LIMITZ INC,10555 LOBLOLLY ST,,OLIVE BRANCH,MS,386,38654,4346,3,50920208,"TOYS, NEC",51929905,COMIC BOOKS,,,,
SOUTHERN FRIED COMICS,136 E FRONT ST,,HATTIESBURG,MS,394,39401,3462,3,59429905,COMIC BOOKS,,,,,,
3 ALARM COMICS,15214 LEMOYNE BLVD,,BILOXI,MS,395,39532,5207,3,59429905,COMIC BOOKS,59999900,,,,,
STEPHENS COMICS CARDS,218 FARMERS ROW,,MADISON,MS,391,39110,7978,3,59479901,GREETING CARDS,59429905,COMIC BOOKS,,,,
CROSSFIRE COMICS,2320 HIGHWAY 19 N # A,,MERIDIAN,MS,393,39307,4035,4,59429905,COMIC BOOKS,,,,,,
YELVERTON COMICS,500 RUSSELL ST STE 33,,STARKVILLE,MS,397,39759,5405,3,59429905,COMIC BOOKS,,,,,,
ACTION ISLAND,579 HIGHWAY 51 STE D,,RIDGELAND,MS,391,39157,2507,3,59429905,COMIC BOOKS,,,,,,
COMIC COMMANDER LLC,579 HIGHWAY 51 STE D,,RIDGELAND,MS,391,39157,2507,3,59429905,COMIC BOOKS,,,,,,
KELLY'S KOMIX,1221 10TH AVE S,,GREAT FALLS,MT,594,59405,4416,3,51929905,COMIC BOOKS,,,,,,
OGRE'S DEN COMICS,1620 ROADRUNNER PL,,BILLINGS,MT,591,59102,2630,3,59429905,COMIC BOOKS,,,,,,
MUSE COMICS,2100 STEPHENS AVE STE 107,,MISSOULA,MT,598,59801,6607,3,59429905,COMIC BOOKS,,,,,,
BOOK EXCHANGE,2335 BROOKS ST,,MISSOULA,MT,598,59801,7918,3,59420000,BOOK STORES,59320300,"BOOK STORES, SECONDHAND",59429905,COMIC BOOKS,,
NORTHWEST BOOK EXCHANGE INC,2335 BROOKS ST,,MISSOULA,MT,598,59801,7918,3,59420000,BOOK STORES,59429905,COMIC BOOKS,54990201,COFFEE,49110000,ELECTRIC SERVICES
ROOKS COMICS & GAMES,2740 W MAIN ST,,BOZEMAN,MT,597,59718,3945,3,59429905,COMIC BOOKS,,,,,,
EXPANDED UNIVERSE,730 E OREGON ST,,KALISPELL,MT,599,59901,3207,3,51929905,COMIC BOOKS,,,,,,
ACTION CARDS & COMIC,909 13TH ST S,,GREAT FALLS,MT,594,59405,2352,3,59429905,COMIC BOOKS,,,,,,
KORNER COMICS,1000 S MAIN ST STE 14,,LAURINBURG,NC,283,28352,4755,3,59429905,COMIC BOOKS,,,,,,
TALES RESOLD,1017 DEERFIELD RD,,RALEIGH,NC,276,27609,5428,3,59320302,RARE BOOKS,59429905,COMIC BOOKS,,,,
TOP HAT COMICS,105 N MAIN ST,,LEXINGTON,NC,272,27292,3415,3,59429905,COMIC BOOKS,,,,,,
KEVCINEMA,108 BRIDGES CIR,,KINGS MOUNTAIN,NC,280,28086,9423,3,59429905,COMIC BOOKS,,,,,,
RED PLANET GAMES & HOBBIES,110 E MAIN ST,,FOREST CITY,NC,280,28043,3101,3,59429905,COMIC BOOKS,59450203,"GAMES (CHESS, BACKGAMMON, AND OTHER DURABLE GAMES)",,,,
A PENNYWORTH'S,11025 MONROE RD STE C,,MATTHEWS,NC,281,28105,6556,3,59429905,COMIC BOOKS,,,,,,
TANK'S RAMP BAY LLC,115 HENDERSON DR,,JACKSONVILLE,NC,285,28540,5601,3,59429905,COMIC BOOKS,,,,,,
HOT COMICS,120 SUNSET AVE,,ASHEBORO,NC,272,27203,5608,3,59429905,COMIC BOOKS,,,,,,
MARKET CITY COMICS & GAMES,120 W LEXINGTON AVE STE 104,,HIGH POINT,NC,272,27262,2691,3,59429905,COMIC BOOKS,,,,,,
GAMERS HAUNT,133 WEAVER BLVD,,WEAVERVILLE,NC,287,28787,8345,3,59429905,COMIC BOOKS,59450203,"GAMES (CHESS, BACKGAMMON, AND OTHER DURABLE GAMES)",,,,
AMO COMICS,1430 OLDSTEAD DR,,FAYETTEVILLE,NC,283,28306,7773,3,59429905,COMIC BOOKS,,,,,,
PLAN 9 COMICS,1586 US HWY 421 S STE D,,BOONE,NC,286,28607,5303,3,59429905,COMIC BOOKS,,,,,,
HEIST COMICS & GAMES,1724 N HAMILTON ST APT B,,HIGH POINT,NC,272,27262,2151,3,59429905,COMIC BOOKS,,,,,,
TIME TUNNEL COMICS & TOYS,1734 US HIGHWAY 70 SE,,HICKORY,NC,286,28602,5154,3,59429905,COMIC BOOKS,,,,,,
PASTIMES,175 WEAVERVILLE RD STE Y,,ASHEVILLE,NC,288,28804,1200,3,59429905,COMIC BOOKS,59450203,"GAMES (CHESS, BACKGAMMON, AND OTHER DURABLE GAMES)",59999900,,59479903,
SUPERHEROS WELCOME,1780 MCBRYDE DR,,KERNERSVILLE,NC,272,27284,7894,3,59429905,COMIC BOOKS,53310000,VARIETY STORES,,,,
WELCOME SUPERHEROS,1780 MCBRYDE DR # 21,,KERNERSVILLE,NC,272,27284,7894,4,59429905,COMIC BOOKS,,,,,,
COMIC VENTRILOQUIST,188 GUM BRANCH RD,,CHARLOTTE,NC,282,28214,1233,3,59429905,COMIC BOOKS,,,,,,
HEROES ARENT HARD TO FIND,1957 E 7TH ST,,CHARLOTTE,NC,282,28204,2417,3,59429905,COMIC BOOKS,51920000,"BOOKS, PERIODICALS, AND NEWSPAPERS",,,,
BOWL COMIC,2 SMITH GRAVEYARD RD,,ASHEVILLE,NC,288,28806,9655,3,59429905,COMIC BOOKS,,,,,,
NOSTALGIA NEWSTAND,201 W 9TH ST,,GREENVILLE,NC,278,27834,3245,3,59429905,COMIC BOOKS,,,,,,
HEROES ARE HERE,208 S BERKELEY BLVD,,GOLDSBORO,NC,275,27534,5635,3,59479903,,59429905,COMIC BOOKS,,,,
NEW WORLD COMICS,212 E KIVETT DR,,HIGH POINT,NC,272,27260,5006,3,59429905,COMIC BOOKS,,,,,,
EARTH 383 COMICS & GAMES,212 MARTIN LUTHER KING JR DR,,ELIZABETH CITY,NC,279,27909,4319,3,59429905,COMIC BOOKS,,,,,,
ACME COMIC BOOKS INC,2150 LAWNDALE DR,,GREENSBORO,NC,274,27408,7102,3,59429905,COMIC BOOKS,59320300,"BOOK STORES, SECONDHAND",,,,
PARKER BANNER KENT WAYNE,21500 CATAWBA AVE STE A,,CORNELIUS,NC,280,28031,6598,3,51929905,COMIC BOOKS,,,,,,
TEMPEST COMICS,240 WILMINGTON HWY,,JACKSONVILLE,NC,285,28540,3506,3,59429905,COMIC BOOKS,,,,,,
WAREHOUSE COMIX & THINGS,2514 OLD 421 S,,BOONE,NC,286,28607,6331,3,59429905,COMIC BOOKS,,,,,,
G V E COMICS,2900 N MAIN ST,,HIGH POINT,NC,272,27265,1893,4,59429905,COMIC BOOKS,,,,,,
CHAPEL HILL COMICS,316 W FRANKLIN ST,,CHAPEL HILL,NC,275,27516,2521,3,59429905,COMIC BOOKS,59429905,COMIC BOOKS,59470104,GIFT SHOP,,
SSALEFISH COMICS,3242 SILAS CREEK PKWY,,WINSTON SALEM,NC,271,27103,3010,3,59429905,COMIC BOOKS,,,,,,
COMIC COLLECTORS COVE,401 N TRYON ST # 1026,,CHARLOTTE,NC,282,28202,2196,4,59429905,COMIC BOOKS,,,,,,
FANBOY COMICS,419 S COLLEGE RD STE 32,,WILMINGTON,NC,284,28403,1659,3,59429905,COMIC BOOKS,,,,,,
BIG GUY COMICS,4303 S SHILOH RD,,GARNER,NC,275,27529,8023,3,59429905,COMIC BOOKS,,,,,,
DESERT DUNE COMICS & GAMES LLC,457 TIMBER MEADOW LAKE DR,,FUQUAY VARINA,NC,275,27526,4923,3,59429905,COMIC BOOKS,,,,,,
BLUE RIDGE COMICS,4864 ASHEVILLE HWY,,PISGAH FOREST,NC,287,28768,8973,3,59429905,COMIC BOOKS,,,,,,
B J EXCHANGE USED BOOKS,4905 MURCHISON RD,,FAYETTEVILLE,NC,283,28311,2355,3,59429905,COMIC BOOKS,59320302,RARE BOOKS,,,,
CAPITOL COMICS II,5212 HOLLYRIDGE DR,,RALEIGH,NC,276,27612,3114,3,59429905,COMIC BOOKS,,,,,,
MEMORY LANE COMICS,5214 MARKET ST STE 105,,WILMINGTON,NC,284,28405,3594,1,59429905,COMIC BOOKS,,,,,,
EAST CAROLINACOMIC BOOKS,53 ELIZABETH AVE,,CHOCOWINITY,NC,278,27817,8452,3,59429905,COMIC BOOKS,,,,,,
ULTIMATE COMICS,5305 GEORGE KING RD,,DURHAM,NC,277,27707,9036,3,59429905,COMIC BOOKS,,,,,,
ADAM'S MEMORY LANE COMICS,5751 OLEANDER DR STE 7,,WILMINGTON,NC,284,28403,4700,3,59429905,COMIC BOOKS,,,,,,
ULTIMATE COMICS,6120A FARRINGTON RD,,CHAPEL HILL,NC,275,27517,9432,3,59429905,COMIC BOOKS,,,,,,
INFINITY COMICS LLC,6329 CEPHIS DR # B,,CLEMMONS,NC,270,27012,9230,3,59429905,COMIC BOOKS,59420000,BOOK STORES,51929901,BOOKS,59320300,"BOOK STORES, SECONDHAND"
DRAGON'S DEN COMICS & GAMES,681 W KING ST,,BOONE,NC,286,28607,3421,3,59429905,COMIC BOOKS,51920000,"BOOKS, PERIODICALS, AND NEWSPAPERS",59470000,"GIFT, NOVELTY, AND SOUVENIR SHOP",,
REBEL BASE COMICS & TOYS,701 S SHARON AMITY RD STE C,,CHARLOTTE,NC,282,28211,2873,3,59429905,COMIC BOOKS,59450201,,,,,
SSH ENTERPRISES INC,701 S SHARON AMITY RD STE C,,CHARLOTTE,NC,282,28211,2873,3,59429905,COMIC BOOKS,59450200,TOYS AND GAMES,,,,
JERRY GARDNER CARDS COMICS,708 BUICK AVE,,KANNAPOLIS,NC,280,28083,4975,3,59429905,COMIC BOOKS,,,,,,
COLLECTORS WORLD,904 S NEW HOPE RD,,GASTONIA,NC,280,28054,5806,4,59429905,COMIC BOOKS,,,,,,
TIMMY MAC'S,904 W UNION ST,,MORGANTON,NC,286,28655,4230,3,59429905,COMIC BOOKS,,,,,,
PARTS UNKNOWN THE COMIC BOOK,906 SPRING GARDEN ST,,GREENSBORO,NC,274,27403,2410,3,59429905,COMIC BOOKS,,,,,,
HALEYS COMIC,94 LUNDY LN,,WAYNESVILLE,NC,287,28786,6686,3,59429905,COMIC BOOKS,,,,,,
DESERT DUND COMICS & GAMES,955 BROAD ST,,FUQUAY VARINA,NC,275,27526,7675,3,59429905,COMIC BOOKS,59450203,"GAMES (CHESS, BACKGAMMON, AND OTHER DURABLE GAMES)",,,,
HERO HUNTER COMICS,PO BOX 560,,CANDLER,NC,287,28715,560,3,59429905,COMIC BOOKS,,,,,,
COLLECTORS UNIVERSE,111 S 5TH ST,,BISMARCK,ND,585,58501,4062,3,59320300,"BOOK STORES, SECONDHAND",59429905,COMIC BOOKS,5942,BOOK STORES,5945,"HOBBY, TOY, AND GAME SHOPS"
GRAND CITIES GAMES,120 N WASHINGTON ST STE A,,GRAND FORKS,ND,582,58203,3469,3,59429905,COMIC BOOKS,59999900,,59450000,"HOBBY, TOY, AND GAME SHOPS",,
ACTION JACKSON COMICS,1616 E AVENUE D,,BISMARCK,ND,585,58501,4375,3,59429905,COMIC BOOKS,,,,,,
COMIC JUNCTION,1621 UNIVERSITY DR S STE 203,,FARGO,ND,581,58103,4164,3,59420000,BOOK STORES,59429905,COMIC BOOKS,,,,
BARRY'S COLLECTORS CORNER,1726 S WASHINGTON ST # 38,,GRAND FORKS,ND,582,58201,6370,4,51929905,COMIC BOOKS,,,,,,
PARADOX COMICS-N-CARDS INC,26 ROBERTS ST N STE 101,,FARGO,ND,581,58102,5200,3,59429905,COMIC BOOKS,59470100,GIFTS AND NOVELTIES,,,,
OJATA RECORDS & COMICS,308 DEMERS AVE,,GRAND FORKS,ND,582,58201,4797,4,59429905,COMIC BOOKS,39310307,RECORDERS (MUSICAL INSTRUMENTS),,,,
ACTION JACKSON COMICS,402 E MAIN AVE STE 800,,BISMARCK,ND,585,58501,4421,3,59429905,COMIC BOOKS,,,,,,
DIRE COMIC & GAMES,621 RAILROAD AVE E,,HATTON,ND,582,58240,4000,3,59429905,COMIC BOOKS,,,,,,
IMPRESSIVE COMICS,14105 S 34TH ST,,BELLEVUE,NE,681,68123,2626,3,59429905,COMIC BOOKS,,,,,,
TRADE-A-TAPE COMIC CTR,145 S 9TH ST,,LINCOLN,NE,685,68508,2212,3,59450000,"HOBBY, TOY, AND GAME SHOPS",59429905,COMIC BOOKS,,,,
KRYPTON COMICS,2819 S 125TH AVE STE 261,,OMAHA,NE,681,68144,3873,3,59429905,COMIC BOOKS,59420000,BOOK STORES,,,,
MAIL ORDER COMICS,4515 S 119TH CIR,,OMAHA,NE,681,68137,1232,3,59429905,COMIC BOOKS,,,,,,
LEGEND COMICS,5207 LEAVENWORTH ST,,OMAHA,NE,681,68106,1345,3,59420000,BOOK STORES,58130000,DRINKING PLACES,59429905,COMIC BOOKS,,
VFG COMICS,641 N BROAD ST,,FREMONT,NE,680,68025,4932,3,59429905,COMIC BOOKS,,,,,,
PHANTAC LLC,6532 S 139TH AVENUE CIR,,OMAHA,NE,681,68137,4011,3,59429905,COMIC BOOKS,,,,,,
V F G COMICS,724 HIGHWAY 275,,SCRIBNER,NE,680,68057,2170,3,59429905,COMIC BOOKS,,,,,,
CUNDALL S CARDS COMICS,7425 S 53RD ST,,OMAHA,NE,681,68157,2147,3,59429905,COMIC BOOKS,,,,,,
COMIC STORE,115 NORTHEASTERN BLVD STE 2,,NASHUA,NH,30,3062,1944,3,59429905,COMIC BOOKS,59990000,"MISCELLANEOUS RETAIL STORES, NEC",78419902,VIDEO DISK/TAPE RENTAL TO THE GENERAL PUBLIC,,
FROST CITY COMICS,12 PERLEY RD UNIT 24,,DERRY,NH,30,3038,1843,3,59429905,COMIC BOOKS,,,,,,
NEXT COMICS,122 BRIDGE ST,,PELHAM,NH,30,3076,3403,4,59429905,COMIC BOOKS,,,,,,
TOY CITY,133 KEY RD,,KEENE,NH,34,3431,3926,3,59450201,,59450000,"HOBBY, TOY, AND GAME SHOPS",59429905,COMIC BOOKS,57120200,CUSTOMIZED FURNITURE AND CABINETS
UPDOG COMICS LLC,160 PLAISTOW RD STE 12,,PLAISTOW,NH,38,3865,2830,3,59429905,COMIC BOOKS,,,,,,
COMIC BOOM,22 WEST ST,,KEENE,NH,34,3431,3356,3,59429905,COMIC BOOKS,,,,,,
MORE COMICS,22 WEST ST,,KEENE,NH,34,3431,3356,3,57350100,"VIDEO DISCS AND TAPES, PRERECORDED",59429905,COMIC BOOKS,59999900,,73890000,"BUSINESS SERVICES, NEC"
DOUBLE MIDNIGHT COMICS & COLLE,245 MAPLE ST,,MANCHESTER,NH,31,3103,5434,4,59429905,COMIC BOOKS,,,,,,
COLLECTIBLES UNLIMITED,25 SOUTH ST,,CONCORD,NH,33,3301,3748,3,59990501,COINS,59470105,NOVELTIES,50940201,COINS,59429905,COMIC BOOKS
JUMPGATE SCIENCE FICTION FANTA,2800 LAFAYETTE RD,,PORTSMOUTH,NH,38,3801,5915,4,86990103,PROFESSIONAL GOLF ASSOCIATION,59429905,COMIC BOOKS,,,,
COMICS PLUS,3 CHURCH ST,,GOFFSTOWN,NH,30,3045,1740,4,59429905,COMIC BOOKS,,,,,,
